activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1195923,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43C)[C@@H]1CCC2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '22.69', 'le': '0.42', 'lle': '1.27', 'sei': '36.21'}",CHEMBL2311169,,CHEMBL2311169,6.18,1,http://www.openphacts.org/units/Nanomolar,123938,=,1,1,=,,IC50,nM,,660.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.66
,1195925,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC=CC1=CCC1C2CCC2(C)C1CC[C@@H]2O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '17.42', 'le': '0.32', 'lle': '0.26', 'sei': '23.45'}",CHEMBL71117,,CHEMBL71117,4.75,0,http://www.openphacts.org/units/Nanomolar,123944,=,1,1,=,,IC50,nM,,18000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,18.0
,1196036,[],CHEMBL663242,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(CC=C4CCCCC43CO)C1CCC2O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '14.49', 'le': '0.27', 'lle': '0.54', 'sei': '10.40'}",CHEMBL308829,,CHEMBL308829,4.21,0,http://www.openphacts.org/units/Nanomolar,123949,=,1,1,=,,IC50,nM,,62000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,62.0
,1196451,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@]1(c2ccncc2)CCC(=O)NC1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '22.91', 'le': '0.43', 'lle': '3.83', 'sei': '8.47'}",CHEMBL330452,,CHEMBL330452,5.00,0,http://www.openphacts.org/units/Nanomolar,164312,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,10.0
,1196452,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '19.47', 'le': '0.36', 'lle': '3.17', 'sei': '6.27'}",CHEMBL488,AMINOGLUTETHIMIDE,CHEMBL488,4.52,1,http://www.openphacts.org/units/Nanomolar,164298,=,1,1,=,,IC50,nM,,30000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,30.0
,1196453,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '18.45', 'le': '0.35', 'lle': '1.86', 'sei': '12.13'}",CHEMBL39661,,CHEMBL39661,6.10,0,http://www.openphacts.org/units/Nanomolar,164306,=,1,1,=,,IC50,nM,,800.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.8
,1197287,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '17.82', 'le': '0.33', 'lle': '0.60', 'sei': '17.87'}",CHEMBL24946,,CHEMBL24946,6.10,0,http://www.openphacts.org/units/Nanomolar,36370,=,1,1,=,,IC50,nM,,790.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.79
,1197706,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CC1CCC(OC(=O)Cc2ccncc2)CC1,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '29.25', 'le': '0.55', 'lle': '4.07', 'sei': '17.41'}",CHEMBL321729,,CHEMBL321729,6.82,0,http://www.openphacts.org/units/Nanomolar,193512,=,1,1,=,,IC50,nM,,150.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.15
,1197710,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CC1CCC(C(C)C)C(OC(=O)Cc2ccncc2)C1,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '23.63', 'le': '0.44', 'lle': '2.88', 'sei': '16.61'}",CHEMBL105298,,CHEMBL105298,6.51,0,http://www.openphacts.org/units/Nanomolar,193521,=,1,1,=,,IC50,nM,,310.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.31
,1197735,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@]1(c2ccncc2)CCC(=O)N(C)C1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '19.47', 'le': '0.36', 'lle': '3.01', 'sei': '9.00'}",CHEMBL314991,,CHEMBL314991,4.52,0,http://www.openphacts.org/units/Nanomolar,164296,=,1,1,=,,IC50,nM,,30000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,30.0
,1199001,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CC1CCC(OC(=O)Cc2ccncc2)C1,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '25.99', 'le': '0.49', 'lle': '3.34', 'sei': '14.54'}",CHEMBL104566,,CHEMBL104566,5.70,0,http://www.openphacts.org/units/Nanomolar,193522,=,1,1,=,,IC50,nM,,2000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,2.0
,1199034,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '21.52', 'le': '0.40', 'lle': '3.26', 'sei': '9.49'}",CHEMBL89102,,CHEMBL89102,5.60,0,http://www.openphacts.org/units/Nanomolar,164311,=,1,1,=,,IC50,nM,,2500.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,2.5
,1199908,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCCCC1=CC(=O)C1C2CCC2(C)C(O)CCC12,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '15.17', 'le': '0.28', 'lle': '0.50', 'sei': '11.73'}",CHEMBL302249,,CHEMBL302249,4.38,0,http://www.openphacts.org/units/Nanomolar,123946,=,1,1,=,,IC50,nM,,42000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,42.0
,1199998,[],CHEMBL663242,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(CC=C4CCCCC43C=O)C1CCC2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '17.62', 'le': '0.33', 'lle': '0.96', 'sei': '14.78'}",CHEMBL71736,,CHEMBL71736,5.05,0,http://www.openphacts.org/units/Nanomolar,123953,=,1,1,=,,IC50,nM,,9000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,9.0
,1201245,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '19.51', 'le': '0.36', 'lle': '1.30', 'sei': '18.77'}",CHEMBL25695,,CHEMBL25695,6.41,0,http://www.openphacts.org/units/Nanomolar,36369,=,1,1,=,,IC50,nM,,390.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.39
,1201298,[],CHEMBL660333,Inhibition of Cytochrome P450 19A1,B,,,BAO_0000190,BAO_0000357,single protein format,CC12CCC3C(CCC4=C(Sc5ccccc5)C(=O)CCC43C)C1CCC2=O,,,CHEMBL1128638,J. Med. Chem.,1995.0,"{'bei': '17.03', 'le': '0.33', 'lle': '0.51', 'sei': '19.69'}",CHEMBL336387,,CHEMBL336387,6.72,0,http://www.openphacts.org/units/Nanomolar,254409,=,1,1,=,,IC50,nM,,190.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.19
,1201660,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)C1CCC(OC(=O)Cc2ccncc2)CC1,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '23.63', 'le': '0.44', 'lle': '2.74', 'sei': '16.61'}",CHEMBL102884,,CHEMBL102884,6.51,0,http://www.openphacts.org/units/Nanomolar,193529,=,1,1,=,,IC50,nM,,310.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.31
,1201687,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '17.76', 'le': '0.33', 'lle': '1.72', 'sei': '9.52'}",CHEMBL91363,,CHEMBL91363,5.62,0,http://www.openphacts.org/units/Nanomolar,164309,=,1,1,=,,IC50,nM,,2400.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,2.4
,1202656,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(CC=C4C=CCCC43C)C1CCC2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '23.92', 'le': '0.44', 'lle': '1.79', 'sei': '37.89'}",CHEMBL71152,,CHEMBL71152,6.47,0,http://www.openphacts.org/units/Nanomolar,123945,=,1,1,=,,IC50,nM,,340.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.34
,1203180,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C(=O)OC1CCCCC1)c1ccncc1,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '19.75', 'le': '0.37', 'lle': '1.65', 'sei': '12.47'}",CHEMBL103685,,CHEMBL103685,4.89,0,http://www.openphacts.org/units/Nanomolar,193525,=,1,1,=,,IC50,nM,,13000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,13.0
,1203917,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C4CCC=CC4=CC(=O)C3C1CCC2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '16.58', 'le': '0.31', 'lle': '1.01', 'sei': '13.13'}",CHEMBL71612,,CHEMBL71612,4.48,0,http://www.openphacts.org/units/Nanomolar,123939,=,1,1,=,,IC50,nM,,33000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,33.0
,1204517,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Cc1ccncc1)OC1CCCCC1,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '29.75', 'le': '0.56', 'lle': '4.02', 'sei': '16.64'}",CHEMBL102409,,CHEMBL102409,6.52,0,http://www.openphacts.org/units/Nanomolar,193511,=,1,1,=,,IC50,nM,,300.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.3
,1206586,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(C(=O)C=C4C=CCCC43C)C1CCC2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '20.20', 'le': '0.37', 'lle': '1.88', 'sei': '16.83'}",CHEMBL262723,,CHEMBL262723,5.75,0,http://www.openphacts.org/units/Nanomolar,123942,=,1,1,=,,IC50,nM,,1800.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.8
,1206590,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(C(=O)C=C4C=CCCC43CO)C1CCC2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '14.05', 'le': '0.26', 'lle': '1.38', 'sei': '7.77'}",CHEMBL302530,,CHEMBL302530,4.22,0,http://www.openphacts.org/units/Nanomolar,123941,=,1,1,=,,IC50,nM,,60000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,60.0
,1206628,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CC12CCC3C(C[C@@H](c4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '15.92', 'le': '0.29', 'lle': '0.29', 'sei': '16.90'}",CHEMBL281871,,CHEMBL281871,5.77,0,http://www.openphacts.org/units/Nanomolar,36377,=,1,1,=,,IC50,nM,,1700.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.7
,1207160,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '18.40', 'le': '0.35', 'lle': '1.97', 'sei': '11.59'}",CHEMBL314125,,CHEMBL314125,5.82,0,http://www.openphacts.org/units/Nanomolar,164302,=,1,1,=,,IC50,nM,,1500.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.5
,1207190,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Cc1ccncc1)OC1=CC2CCC1C2,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '26.43', 'le': '0.49', 'lle': '3.58', 'sei': '15.46'}",CHEMBL103040,,CHEMBL103040,6.06,0,http://www.openphacts.org/units/Nanomolar,193531,=,1,1,=,,IC50,nM,,870.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.87
,1207926,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '20.15', 'le': '0.38', 'lle': '1.51', 'sei': '19.39'}",CHEMBL282673,,CHEMBL282673,6.62,0,http://www.openphacts.org/units/Nanomolar,36383,=,1,1,=,,IC50,nM,,240.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.24
,1207928,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '18.37', 'le': '0.34', 'lle': '0.79', 'sei': '18.43'}",CHEMBL24037,,CHEMBL24037,6.29,0,http://www.openphacts.org/units/Nanomolar,36381,=,1,1,=,,IC50,nM,,510.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.51
,1207930,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,C[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '21.49', 'le': '0.40', 'lle': '2.13', 'sei': '18.91'}",CHEMBL25588,,CHEMBL25588,6.46,0,http://www.openphacts.org/units/Nanomolar,36378,=,1,1,=,,IC50,nM,,350.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.35
,1209198,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(CC=C4CCCCC43C)C1C[C@@H](Br)C2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '12.12', 'le': '0.28', 'lle': '-1.02', 'sei': '24.95'}",CHEMBL71363,,CHEMBL71363,4.26,0,http://www.openphacts.org/units/Nanomolar,123935,=,1,1,=,,IC50,nM,,55000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,55.0
,1209665,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '21.43', 'le': '0.40', 'lle': '2.97', 'sei': '10.97'}",CHEMBL88412,,CHEMBL88412,6.48,0,http://www.openphacts.org/units/Nanomolar,164295,=,1,1,=,,IC50,nM,,330.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.33
,1209666,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCC1(c2ccncc2)CCC(=O)NC1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '24.29', 'le': '0.45', 'lle': '4.13', 'sei': '8.98'}",CHEMBL289116,ROGLETIMIDE,CHEMBL289116,5.30,0,http://www.openphacts.org/units/Nanomolar,164307,=,1,1,=,,IC50,nM,,5000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,5.0
,1210611,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CC12CCC3C(C[C@H](c4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '16.44', 'le': '0.30', 'lle': '0.48', 'sei': '17.45'}",CHEMBL24580,,CHEMBL24580,5.96,0,http://www.openphacts.org/units/Nanomolar,36375,=,1,1,=,,IC50,nM,,1100.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.1
,1211045,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '16.03', 'le': '0.30', 'lle': '0.89', 'sei': '10.99'}",CHEMBL88421,,CHEMBL88421,5.52,0,http://www.openphacts.org/units/Nanomolar,164300,=,1,1,=,,IC50,nM,,3000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,3.0
,1211915,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(C(=O)C=C4CCCCC43C=O)C1CCC2=O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '14.05', 'le': '0.26', 'lle': '0.95', 'sei': '8.24'}",CHEMBL71169,,CHEMBL71169,4.22,0,http://www.openphacts.org/units/Nanomolar,123943,=,1,1,=,,IC50,nM,,60000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,60.0
,1211919,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC=CC1=CC(=O)C1C2CCC2(C)C1CC[C@@H]2O,,,CHEMBL1127575,J. Med. Chem.,1994.0,"{'bei': '15.28', 'le': '0.28', 'lle': '0.72', 'sei': '11.73'}",CHEMBL311400,,CHEMBL311400,4.38,0,http://www.openphacts.org/units/Nanomolar,123934,=,1,1,=,,IC50,nM,,42000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,42.0
,1211954,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '21.79', 'le': '0.41', 'lle': '2.13', 'sei': '20.08'}",CHEMBL25059,,CHEMBL25059,6.85,0,http://www.openphacts.org/units/Nanomolar,36382,=,1,1,=,,IC50,nM,,140.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.14
,1212444,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CCC1CCC(OC(=O)Cc2ccncc2)CC1,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '27.98', 'le': '0.53', 'lle': '3.78', 'sei': '17.66'}",CHEMBL101743,,CHEMBL101743,6.92,0,http://www.openphacts.org/units/Nanomolar,193513,=,1,1,=,,IC50,nM,,120.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.12
,1212473,[],CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,,,BAO_0000190,BAO_0000019,assay format,CCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,,,CHEMBL1125058,J. Med. Chem.,1990.0,"{'bei': '21.92', 'le': '0.41', 'lle': '3.45', 'sei': '9.14'}",CHEMBL88842,,CHEMBL88842,5.40,0,http://www.openphacts.org/units/Nanomolar,164313,=,1,1,=,,IC50,nM,,4000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,4.0
,1212495,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CC1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '25.67', 'le': '0.48', 'lle': '3.78', 'sei': '17.91'}",CHEMBL319026,,CHEMBL319026,7.02,0,http://www.openphacts.org/units/Nanomolar,193533,=,1,1,=,,IC50,nM,,96.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.096
,1213280,[],CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,,,BAO_0000190,BAO_0000251,microsome format,CC(C)[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,,,CHEMBL1127822,J. Med. Chem.,1994.0,"{'bei': '18.14', 'le': '0.34', 'lle': '0.99', 'sei': '17.45'}",CHEMBL24387,,CHEMBL24387,5.96,0,http://www.openphacts.org/units/Nanomolar,36368,=,1,1,=,,IC50,nM,,1100.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,1.1
,1213654,[],CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,,,BAO_0000190,BAO_0000019,assay format,CC1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,,,CHEMBL1125012,J. Med. Chem.,1990.0,"{'bei': '25.32', 'le': '0.47', 'lle': '3.68', 'sei': '17.66'}",CHEMBL319026,,CHEMBL319026,6.92,0,http://www.openphacts.org/units/Nanomolar,193518,=,1,1,=,,IC50,nM,,120.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,0.12
,1214370,[],CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,,,BAO_0000190,BAO_0000019,assay format,CC12CCC3C(C(=O)C=C4CCCCC43CO)C1CCC2O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1127575,J. Med. Chem.,1994.0,,CHEMBL421491,,CHEMBL421491,,0,http://www.openphacts.org/units/Nanomolar,123948,=,1,1,=,,IC50,nM,,140000.0,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,,,IC50,uM,UO_0000065,,140.0
